especie,moneda,plazo,ultimo,var,apertura,cierre_ant,hora,tipo
PFE,ARS,48hs,9699.0,2.87,9600.0,9428.0,17:00:01,CEDEARS
PFED,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
PFED,MEP,48hs,20.5,3.8,20.7,19.75,17:00:01,CEDEARS
PG,ARS,CI,15900.0,2.58,15630.0,15500.0,16:30:00,CEDEARS
PG,ARS,48hs,15900.0,2.16,15755.0,15564.5,17:00:01,CEDEARS
PGD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
PGD,MEP,48hs,31.9,-0.62,31.9,32.1,17:00:01,CEDEARS
PHG,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
PHG,ARS,48hs,2226.5,0.0,2189.5,2226.5,17:00:01,CEDEARS
PKS,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
PKS,ARS,24hs,0.0,0.0,0.0,0.0,,CEDEARS
PKS,ARS,48hs,13400.0,5.76,13061.0,12670.0,17:00:01,CEDEARS
PSX,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
PSX,ARS,48hs,8190.0,-0.1,8198.0,8198.0,17:00:01,CEDEARS
PSXD,MEP,48hs,16.5,1.85,16.5,16.2,17:00:01,CEDEARS
PYPL,ARS,CI,4339.0,3.56,4300.0,4190.0,16:30:00,CEDEARS
PYPL,ARS,24hs,0.0,0.0,0.0,0.0,,CEDEARS
PYPL,ARS,48hs,4367.0,2.13,4350.0,4276.0,17:00:01,CEDEARS
PYPLD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
PYPLD,MEP,48hs,9.15,2.81,8.97,8.9,17:00:01,CEDEARS
QCOM,ARS,CI,5730.0,4.59,5500.0,5478.5,16:30:00,CEDEARS
QCOM,ARS,24hs,0.0,0.0,0.0,0.0,,CEDEARS
QCOM,ARS,48hs,5783.0,4.0,5600.0,5560.5,17:00:01,CEDEARS
QCOMD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
QCOMD,MEP,48hs,11.9,2.15,11.45,11.65,17:00:01,CEDEARS
QQQ,ARS,CI,9418.5,-0.07,9500.0,9425.0,16:30:00,CEDEARS
QQQ,ARS,24hs,9600.0,-0.46,9600.0,9644.0,17:00:00,CEDEARS
QQQ,ARS,48hs,9517.5,0.45,9500.0,9475.0,17:00:01,CEDEARS
QQQD,MEP,CI,19.5,-1.27,19.75,19.75,16:30:00,CEDEARS
QQQD,MEP,48hs,19.75,0.0,19.75,19.75,17:00:01,CEDEARS
RBLX,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
RBLX,ARS,48hs,10898.5,5.51,10526.5,10329.0,17:00:01,CEDEARS
RBLXD,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
RIO,ARS,CI,8599.0,6.3,8279.0,8089.5,16:30:00,CEDEARS
RIO,ARS,48hs,8317.5,1.72,8427.0,8176.5,17:00:01,CEDEARS
RIOD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
RIOD,MEP,48hs,17.5,3.55,17.5,16.9,17:00:01,CEDEARS
RTX,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
RTX,ARS,48hs,10000.0,0.36,10060.0,9964.0,17:00:01,CEDEARS
SAN,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
SAN,ARS,48hs,7556.0,0.17,7543.0,7543.0,17:00:01,CEDEARS
SATL,ARS,CI,1050.0,2.59,1050.0,1023.5,16:30:00,CEDEARS
SATL,ARS,48hs,1055.0,2.58,1000.0,1028.5,17:00:01,CEDEARS
SATLD,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
SBS,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
SBS,ARS,48hs,12137.0,0.95,12173.5,12022.5,17:00:01,CEDEARS
SBUX,ARS,CI,12400.0,-3.12,12600.0,12800.0,16:30:00,CEDEARS
SBUX,ARS,48hs,12877.5,1.78,12985.0,12652.0,17:00:01,CEDEARS
SBUXD,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
SCCO,ARS,CI,18651.0,0.67,18651.0,18527.0,16:30:00,CEDEARS
SCCO,ARS,48hs,18750.5,2.63,18414.0,18270.0,17:00:01,CEDEARS
SE,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
SE,ARS,48hs,922.0,-1.28,940.0,934.0,17:00:01,CEDEARS
SED,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
SED,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
SHEL,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
SHEL,ARS,48hs,15423.0,-0.89,15690.5,15561.5,17:00:01,CEDEARS
SHELD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
SHOP,ARS,CI,308.0,0.33,319.0,307.0,16:30:00,CEDEARS
SHOP,ARS,48hs,309.0,0.82,319.0,306.5,17:11:30,CEDEARS
SHOPD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
SHOPD,MEP,48hs,0.69,10.0,0.7,0.63,17:00:01,CEDEARS
SID,ARS,CI,10508.5,-2.7,10635.0,10800.0,16:30:00,CEDEARS
SID,ARS,48hs,11000.0,3.43,10972.0,10635.0,17:00:01,CEDEARS
SLB,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
SLB,ARS,48hs,8499.0,0.66,8341.0,8443.0,17:00:01,CEDEARS
SLBD,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
SNAP,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
SNAP,ARS,48hs,6267.5,3.02,6300.0,6084.0,17:00:01,CEDEARS
SNOW,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
SNOW,ARS,48hs,3039.5,0.63,3021.0,3020.5,17:00:01,CEDEARS
SNOWD,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
SONY,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
SONY,ARS,48hs,11828.5,2.5,11781.5,11539.5,17:00:01,CEDEARS
SONYD,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
SPGI,ARS,CI,4381.5,-4.29,4578.0,4578.0,16:30:00,CEDEARS
SPGI,ARS,48hs,4550.5,-0.95,4594.0,4594.0,17:00:01,CEDEARS
SPGID,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
SPOT,ARS,CI,2913.0,0.8,2900.0,2890.0,16:30:00,CEDEARS
SPOT,ARS,48hs,3029.0,3.1,2925.0,2938.0,17:00:01,CEDEARS
SPOTD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
SPOTD,MEP,48hs,5.8,0.0,5.9,5.8,17:00:01,CEDEARS
SPY,ARS,CI,11288.5,0.13,11300.0,11274.0,16:30:00,CEDEARS
SPY,ARS,24hs,11546.0,0.86,11546.0,11448.0,17:00:00,CEDEARS
SPY,ARS,48hs,11289.0,-0.67,11320.5,11365.0,17:00:01,CEDEARS
SPYD,MEP,CI,23.5,0.21,23.9,23.45,16:30:00,CEDEARS
SPYD,MEP,48hs,23.55,0.43,23.6,23.45,17:00:01,CEDEARS
SQ,ARS,CI,1715.0,5.18,1650.0,1630.5,16:30:00,CEDEARS
SQ,ARS,48hs,1692.0,-0.97,1705.0,1708.5,17:00:01,CEDEARS
SQD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
SQD,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
SYY,ARS,48hs,4830.0,1.17,4830.0,4774.0,17:00:01,CEDEARS
T,ARS,CI,2805.0,2.69,2739.0,2731.5,16:30:00,CEDEARS
T,ARS,48hs,2777.0,1.61,2824.0,2733.0,17:00:01,CEDEARS
TD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
TD,MEP,48hs,5.84,5.23,5.77,5.55,17:00:01,CEDEARS
TEFO,ARS,CI,260.0,2.77,259.0,253.0,16:30:00,CEDEARS
TEFO,ARS,48hs,260.0,0.39,259.0,259.0,17:12:10,CEDEARS
TEN,ARS,CI,15176.5,-0.15,15200.0,15200.0,16:30:00,CEDEARS
TEN,ARS,24hs,0.0,0.0,0.0,0.0,,CEDEARS
TEN,ARS,48hs,15480.0,0.67,15307.5,15377.5,17:00:01,CEDEARS
TEND,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
TEND,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
TGT,ARS,CI,2908.0,2.97,2904.0,2824.0,16:30:00,CEDEARS
TGT,ARS,48hs,2899.0,3.41,2875.0,2803.5,17:00:01,CEDEARS
TGTD,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
TM,ARS,CI,16031.5,0.2,17000.0,16000.0,16:30:00,CEDEARS
TM,ARS,48hs,17228.5,4.12,16470.0,16547.5,17:00:01,CEDEARS
TMD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
TMD,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
TMO,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
TMO,ARS,48hs,12040.0,-0.64,12117.5,12117.5,17:00:01,CEDEARS
TRIP,ARS,CI,4380.0,2.82,4380.0,4260.0,16:30:00,CEDEARS
TRIP,ARS,48hs,4399.5,4.04,4250.0,4228.5,17:00:01,CEDEARS
TSLA,ARS,CI,9489.5,7.64,8898.0,8816.0,16:30:00,CEDEARS
TSLA,ARS,24hs,9540.0,5.52,9532.0,9041.0,17:00:00,CEDEARS
TSLA,ARS,48hs,9487.5,5.89,9427.0,8960.0,17:00:01,CEDEARS
TSLAD,MEP,CI,19.2,1.32,19.0,18.95,16:30:00,CEDEARS
TSLAD,MEP,48hs,19.6,4.26,19.25,18.8,17:00:01,CEDEARS
TSM,ARS,CI,5839.5,5.21,5750.0,5550.5,16:30:00,CEDEARS
TSM,ARS,24hs,0.0,0.0,0.0,0.0,,CEDEARS
TSM,ARS,48hs,5839.0,1.32,5785.0,5763.0,17:00:01,CEDEARS
TSMD,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
TTE,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
TTE,ARS,48hs,9900.0,-0.01,10072.0,9901.0,17:00:01,CEDEARS
TV,ARS,48hs,887.5,0.4,888.5,884.0,17:00:01,CEDEARS
TWLO,ARS,CI,900.0,1.69,910.5,885.0,16:30:00,CEDEARS
TWLO,ARS,48hs,924.5,1.59,913.5,910.0,17:00:01,CEDEARS
TWLOD,MEP,48hs,1.8,-2.7,1.8,1.85,17:00:01,CEDEARS
TXN,ARS,CI,18474.0,4.59,18474.0,17662.5,16:30:00,CEDEARS
TXN,ARS,48hs,18431.5,-0.23,18482.0,18473.5,17:00:01,CEDEARS
TXND,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
TXR,ARS,CI,10399.0,3.99,10363.0,10000.0,16:30:00,CEDEARS
TXR,ARS,48hs,10420.0,2.05,10297.0,10211.0,17:09:51,CEDEARS
TXRD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
TXRD,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
UAL,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
UAL,ARS,48hs,5708.5,1.07,5621.5,5648.0,17:00:01,CEDEARS
UALD,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
UBER,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
UBER,ARS,48hs,11015.5,0.93,11068.0,10913.5,17:00:01,CEDEARS
UGP,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
UGP,ARS,48hs,2050.0,1.41,2023.5,2021.5,17:00:01,CEDEARS
UL,ARS,CI,8839.0,0.44,8839.0,8800.0,16:30:00,CEDEARS
UL,ARS,48hs,8950.0,0.19,8971.0,8933.0,17:00:01,CEDEARS
ULD,MEP,48hs,18.9,3.85,18.9,18.2,17:00:01,CEDEARS
UNH,ARS,CI,7341.5,0.31,7416.5,7318.5,16:30:00,CEDEARS
UNH,ARS,48hs,7534.0,1.28,7442.5,7438.5,17:00:01,CEDEARS
UNHD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
UNHD,MEP,48hs,15.5,1.97,14.6,15.2,17:00:01,CEDEARS
UNP,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
UNP,ARS,48hs,5276.0,1.05,5299.0,5221.0,17:00:01,CEDEARS
UPST,ARS,CI,3900.0,11.24,3774.0,3506.0,16:30:00,CEDEARS
UPST,ARS,48hs,3889.0,6.69,3680.5,3645.0,17:00:01,CEDEARS
USB,ARS,CI,3430.0,5.42,3430.0,3253.73,16:30:00,CEDEARS
USB,ARS,48hs,3506.0,3.61,3448.5,3384.0,17:00:01,CEDEARS
V,ARS,CI,6982.5,4.47,6779.0,6683.5,16:30:00,CEDEARS
V,ARS,24hs,0.0,0.0,0.0,0.0,,CEDEARS
V,ARS,48hs,6999.5,3.26,7100.0,6778.5,17:00:01,CEDEARS
VALE,ARS,CI,3581.0,4.59,3668.5,3424.0,16:30:00,CEDEARS
VALE,ARS,24hs,0.0,0.0,0.0,0.0,,CEDEARS
VALE,ARS,48hs,3607.0,5.01,3500.0,3435.0,17:00:01,CEDEARS
VALED,MEP,CI,7.29,5.65,7.29,6.9,16:30:00,CEDEARS
VALED,MEP,48hs,7.55,3.57,7.4,7.29,17:00:01,CEDEARS
VD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
VD,MEP,48hs,14.2,3.27,14.1,13.75,17:00:01,CEDEARS
VIST,ARS,CI,12361.5,1.48,12350.0,12181.0,16:30:00,CEDEARS
VIST,ARS,24hs,12550.0,1.66,12549.0,12345.0,17:00:00,CEDEARS
VIST,ARS,48hs,12594.0,1.9,12550.0,12359.0,17:00:01,CEDEARS
VISTD,MEP,CI,26.15,3.56,26.5,25.25,16:30:00,CEDEARS
VISTD,MEP,48hs,26.25,1.74,26.6,25.8,17:00:01,CEDEARS
VOD,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
VOD,ARS,48hs,4858.0,1.21,4822.0,4800.0,17:00:01,CEDEARS
VZ,ARS,CI,9750.0,3.97,9698.5,9378.0,16:30:00,CEDEARS
VZ,ARS,48hs,9676.5,1.27,9820.0,9555.5,17:00:01,CEDEARS
VZD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
VZD,MEP,48hs,20.4,3.03,20.45,19.8,17:00:01,CEDEARS
WBA,ARS,CI,4850.0,-1.02,4782.5,4900.0,16:30:00,CEDEARS
WBA,ARS,48hs,4991.5,2.27,4872.0,4880.5,17:00:01,CEDEARS
WBAD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
WBAD,MEP,48hs,9.7,-7.62,9.7,10.5,17:00:01,CEDEARS
WBO,ARS,48hs,0.0,0.0,0.0,0.0,,CEDEARS
WFC,ARS,CI,4460.0,1.62,4421.5,4389.0,16:30:00,CEDEARS
WFC,ARS,48hs,4549.0,3.95,4400.0,4376.0,17:00:01,CEDEARS
WFCD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
WFCD,MEP,48hs,0.0,0.0,0.0,0.0,,CEDEARS
WMT,ARS,CI,13000.0,-1.75,13341.5,13231.5,16:30:00,CEDEARS
WMT,ARS,24hs,0.0,0.0,0.0,0.0,,CEDEARS
WMT,ARS,48hs,13382.0,-0.33,13600.0,13426.0,17:00:01,CEDEARS
WMTD,MEP,CI,26.45,-2.4,26.5,27.1,16:30:00,CEDEARS
WMTD,MEP,48hs,28.7,4.94,27.45,27.35,17:00:01,CEDEARS
X,ARS,CI,4260.0,0.24,4330.0,4250.0,16:30:00,CEDEARS
X,ARS,48hs,4280.0,0.18,4331.0,4272.5,17:00:01,CEDEARS
XD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
XD,MEP,48hs,9.11,3.52,9.11,8.8,17:00:01,CEDEARS
XLE,ARS,CI,22992.5,11.7,20784.0,20584.5,16:30:00,CEDEARS
XLE,ARS,24hs,0.0,0.0,0.0,0.0,,CEDEARS
XLE,ARS,48hs,22392.0,7.74,21200.0,20784.0,17:00:01,CEDEARS
XLED,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
XLED,MEP,48hs,44.0,2.8,42.8,42.8,17:00:01,CEDEARS
XLF,ARS,CI,9050.0,2.84,8800.0,8800.0,16:30:00,CEDEARS
XLF,ARS,48hs,9148.5,5.67,8660.0,8658.0,17:00:01,CEDEARS
XLFD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
XLFD,MEP,48hs,19.3,7.22,18.15,18.0,17:00:01,CEDEARS
XOM,ARS,CI,11111.5,1.6,10785.5,10936.0,16:30:00,CEDEARS
XOM,ARS,24hs,0.0,0.0,0.0,0.0,,CEDEARS
XOM,ARS,48hs,11100.0,0.85,11010.0,11006.0,17:00:01,CEDEARS
XOMD,MEP,CI,0.0,0.0,0.0,0.0,,CEDEARS
XOMD,MEP,48hs,22.2,-5.53,22.5,23.5,17:00:01,CEDEARS
XP,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
XP,ARS,48hs,3080.0,3.18,3000.0,2985.0,17:00:01,CEDEARS
XROX,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
XROX,ARS,48hs,7563.0,0.27,7563.0,7542.5,17:00:01,CEDEARS
YY,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
YY,ARS,48hs,3259.5,3.81,3200.0,3140.0,17:00:01,CEDEARS
ZM,ARS,CI,0.0,0.0,0.0,0.0,,CEDEARS
ZM,ARS,48hs,742.0,-0.27,749.0,744.0,17:00:01,CEDEARS
ZMD,MEP,48hs,1.53,3.38,1.53,1.48,17:00:01,CEDEARS
