especie,moneda,plazo,compra,venta,ultimo,var,apertura,max,min,volumen,monto,cierre_ant,hora,tipo
VSC3O,ARS,48hs,53700.0,53750.0,53750.0,-0.46,53900.0,54000.0,53750.0,1525,822760.0,54000.0,17:00:21,ONS
VSCED,MEP,48hs,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,ONS
VSCEO,ARS,CI,49660.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,ONS
VSCEO,ARS,48hs,50000.0,53499.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,ONS
VSCFD,MEP,48hs,103.0,119.0,114.95,6.44,111.0,119.0,111.0,1162,1356.0,108.0,17:00:10,ONS
VSCFO,ARS,CI,51646.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,ONS
VSCFO,ARS,48hs,52050.0,53490.0,52000.0,-1.46,52758.0,52831.0,52000.0,2070,1076564.0,52770.0,17:00:12,ONS
VSCHD,MEP,48hs,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,ONS
VSCKD,MEP,CI,0.0,53.15,53.15,1.06,52.9,53.15,52.58,33814,17889.0,52.59,16:30:07,ONS
VSCKO,ARS,CI,26100.0,26700.0,26700.0,0.0,26700.0,26700.0,26100.0,37582,9954816.0,26700.0,16:30:10,ONS
VSCLD,MEP,48hs,95.0,102.5,102.5,2.5,102.5,102.5,102.5,199,203.0,100.0,17:00:16,ONS
VSCLO,ARS,CI,47326.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,ONS
VSCLO,ARS,48hs,47650.0,51695.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,ONS
YCA6O,ARS,CI,50000.0,52099.0,51899.0,0.77,50001.0,51899.0,50001.0,6000,3091000.0,51500.0,16:30:10,ONS
YCA6O,ARS,48hs,48100.0,51900.0,51650.0,0.16,51600.0,52173.5,51455.0,512000,265394320.0,51565.0,17:00:24,ONS
YCA6P,MEP,CI,103.0,105.1,104.85,-0.05,104.85,104.85,104.85,1000,1048.0,104.9,16:30:20,ONS
YCA6P,MEP,24hs,103.55,104.0,103.55,0.63,103.55,103.55,103.55,5000,5177.0,102.9,17:00:18,ONS
YCA6P,MEP,48hs,103.8,104.8,104.4,0.53,104.75,104.8,103.8,359000,374330.0,103.85,17:00:26,ONS
YMCHD,MEP,CI,88.0,105.0,91.5,0.11,91.5,93.55,91.5,4198,3851.0,91.4,16:30:22,ONS
YMCHD,MEP,48hs,89.0,92.5,91.2,0.16,92.0,92.5,90.0,86702,79152.0,91.05,17:00:25,ONS
YMCHO,ARS,CI,44700.0,45449.0,45599.0,0.66,45662.5,46300.0,45000.0,30581,13937650.0,45300.0,16:30:18,ONS
YMCHO,ARS,24hs,45214.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,ONS
YMCHO,ARS,48hs,42800.0,45225.0,45224.0,-0.93,46145.0,47000.0,44800.0,141948,64335077.0,45650.0,17:00:19,ONS
YMCID,MEP,CI,98.5,105.0,102.0,-2.86,102.0,105.0,102.0,21586,22302.0,105.0,16:30:07,ONS
YMCID,MEP,48hs,100.0,103.5,102.5,-0.1,103.0,103.0,101.6,27898,28528.0,102.6,17:00:25,ONS
YMCIO,ARS,CI,50200.0,50900.0,50500.0,-0.49,50900.0,50900.0,50200.0,1897,956155.0,50750.0,16:30:02,ONS
YMCIO,ARS,24hs,47100.0,0.0,47100.0,-2.89,47100.0,47100.0,47100.0,1188,559548.0,48500.0,17:00:14,ONS
YMCIO,ARS,48hs,50200.0,53000.0,50400.0,0.0,50400.0,50999.5,50350.0,114596,57909429.0,50400.0,17:00:17,ONS
YMCJD,MEP,CI,83.5,84.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,ONS
YMCJD,MEP,48hs,83.5,87.0,83.95,-0.18,86.0,86.0,83.5,78572,65994.0,84.1,17:00:13,ONS
YMCJO,ARS,CI,39900.0,42490.0,41063.5,-1.24,43000.0,43000.0,41063.5,3237,1345725.0,41580.0,16:30:02,ONS
YMCJO,ARS,24hs,41038.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,ONS
YMCJO,ARS,48hs,39050.0,41250.0,41250.0,-0.84,42000.0,43500.0,41175.0,223137,92268646.0,41600.0,17:00:24,ONS
YMCOD,MEP,48hs,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,ONS
YMCOO,ARS,48hs,34000.0,35000.0,35000.0,0.0,34000.0,35000.0,34000.0,57,19910.0,35000.0,17:00:10,ONS
YMCQD,MEP,CI,86.0,88.29,85.0,-1.16,85.11,88.29,85.0,2136,1820.0,86.0,16:30:28,ONS
YMCQD,MEP,48hs,86.01,90.0,88.0,1.22,87.61,88.0,85.95,787199,684400.0,86.94,17:00:10,ONS
YMCQO,ARS,CI,42000.0,44500.0,43912.0,2.17,42800.0,44400.0,42364.5,20266,8849382.0,42980.0,16:30:28,ONS
YMCQO,ARS,24hs,43502.0,43250.0,42905.0,-0.34,42905.0,42905.0,42905.0,1,429.0,43050.0,17:00:10,ONS
YMCQO,ARS,48hs,42650.0,43900.0,43975.0,3.11,42999.0,44200.0,42650.0,2220903,955856773.0,42650.0,17:00:11,ONS
YPCUD,MEP,CI,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,ONS
YPCUD,MEP,48hs,39.15,45.0,42.89,0.92,42.75,42.89,42.3,62000,26391.0,42.5,17:00:26,ONS
YPCUO,ARS,CI,21056.0,21900.0,21056.0,-1.61,21150.0,21150.0,21006.0,6000,1264240.0,21400.0,16:30:07,ONS
YPCUO,ARS,24hs,21104.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,ONS
YPCUO,ARS,48hs,19350.0,21300.0,21250.0,0.47,21499.0,21499.0,21150.0,170000,36105610.0,21150.0,17:00:15,ONS
