especie,moneda,plazo,compra,venta,ultimo,var,apertura,max,min,volumen,monto,cierre_ant,hora,tipo
EBAY,ARS,CI,12102.0,13279.0,12915.0,2.12,13200.0,13400.0,12915.0,32,419925.0,12647.0,16:30:00,CEDEARS
EBAY,ARS,48hs,11000.0,13038.0,12920.0,1.66,12682.0,12920.0,12682.0,156,2006209.0,12708.5,17:00:01,CEDEARS
EBAYD,MEP,CI,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
EBAYD,MEP,48hs,20.1,26.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
EBR,ARS,CI,16090.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
EBR,ARS,48hs,16603.0,16902.0,16796.5,1.28,16679.0,16796.5,16679.0,7,116988.0,16584.5,17:00:01,CEDEARS
EEM,ARS,CI,4260.0,4290.0,4290.0,0.35,4272.5,4300.0,4203.5,117,501043.0,4275.0,16:30:00,CEDEARS
EEM,ARS,48hs,3820.0,5400.0,4303.0,0.09,4305.0,4325.5,4281.5,2847,12244862.0,4299.0,17:00:02,CEDEARS
EEMD,MEP,48hs,7.85,28.3,8.6,-4.44,9.0,9.0,8.55,83,742.0,9.0,17:00:02,CEDEARS
ELP,ARS,48hs,12828.0,14000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
ERIC,ARS,CI,1180.0,1399.0,1320.0,1.54,1320.0,1320.0,1320.0,5,6600.0,1300.0,16:30:00,CEDEARS
ERIC,ARS,48hs,1296.0,1393.5,1344.5,2.95,1332.0,1370.0,1310.5,2291,3053244.0,1306.0,17:00:01,CEDEARS
ERJ,ARS,CI,7100.0,7838.5,7500.0,-2.6,7500.0,7500.0,7500.0,10,75000.0,7700.0,16:30:00,CEDEARS
ERJ,ARS,24hs,7616.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
ERJ,ARS,48hs,7205.0,8660.0,7685.0,1.03,7652.5,7740.0,7559.0,420,3195138.0,7606.5,17:00:01,CEDEARS
ERJD,MEP,48hs,14.85,16.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
ETSY,ARS,CI,3160.0,3299.5,3039.0,-1.97,3039.0,3039.0,3039.0,25,75975.0,3100.0,16:30:00,CEDEARS
ETSY,ARS,48hs,1150.0,4200.0,3164.5,2.89,3116.5,3200.0,3078.0,5156,16276328.0,3075.5,17:00:02,CEDEARS
ETSYD,MEP,CI,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
ETSYD,MEP,48hs,5.2,6.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
EWZ,ARS,CI,8505.5,9298.0,8505.5,1.25,8630.0,8630.0,8368.0,53,452066.0,8400.5,16:30:00,CEDEARS
EWZ,ARS,48hs,8001.0,8800.0,8523.0,0.3,8490.0,8547.0,8400.0,4144,35087769.0,8497.5,17:00:02,CEDEARS
EWZD,MEP,CI,16.3,19.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
EWZD,MEP,48hs,13.3,17.35,17.2,-0.29,17.1,17.25,17.0,131,2254.0,17.25,17:00:02,CEDEARS
F,ARS,CI,7400.0,7550.0,7550.0,1.06,7470.5,7550.0,7470.5,5,37570.0,7470.5,16:30:00,CEDEARS
F,ARS,48hs,7300.0,8000.0,7490.0,0.12,7481.0,7563.0,7402.5,2565,19123500.0,7481.0,17:00:02,CEDEARS
FCX,ARS,CI,6795.0,7075.0,7078.0,-4.69,7078.0,7078.0,7078.0,1,7078.0,7426.0,16:30:00,CEDEARS
FCX,ARS,48hs,5100.0,7725.0,7179.0,1.43,7080.0,7180.0,7000.5,304,2152607.0,7077.5,17:00:01,CEDEARS
FCXD,MEP,48hs,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
FD,MEP,48hs,11.1,16.5,16.0,0.0,16.0,16.0,16.0,14,224.0,16.0,17:00:02,CEDEARS
FDX,ARS,CI,12700.0,14100.0,14100.0,0.94,13886.0,14100.0,13886.0,3,41872.0,13969.0,16:30:00,CEDEARS
FDX,ARS,48hs,13500.0,14175.0,13702.0,-1.33,13772.5,13773.5,13635.5,96,1314694.0,13886.0,17:00:01,CEDEARS
FDXD,MEP,CI,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
FDXD,MEP,48hs,26.55,28.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
FSLR,ARS,CI,33532.5,35150.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
FSLR,ARS,48hs,28200.0,36500.0,34877.5,-1.78,36500.0,36500.0,34732.0,254,8907338.0,35509.5,17:00:01,CEDEARS
GE,ARS,CI,7107.0,7280.0,7297.5,0.65,7220.0,7297.5,7106.5,25,181787.0,7250.5,16:30:00,CEDEARS
GE,ARS,48hs,7001.0,7270.5,7230.5,-1.33,7275.0,7275.0,7132.0,670,4833652.0,7328.0,17:00:01,CEDEARS
GED,MEP,48hs,14.4,14.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
GFI,ARS,CI,7999.5,8460.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
GFI,ARS,48hs,8151.0,8339.5,8339.5,-0.54,8389.5,8389.5,8243.0,89,738536.0,8385.0,17:00:01,CEDEARS
GGB,ARS,CI,11486.5,12047.0,11473.5,6.89,11890.0,11890.0,11473.5,6,70923.0,10734.0,16:30:00,CEDEARS
GGB,ARS,48hs,11700.0,11999.5,11980.0,-0.14,11895.0,11990.0,11750.5,120,1418996.0,11996.5,17:00:01,CEDEARS
GGBD,MEP,48hs,18.8,24.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
GILD,ARS,CI,10360.0,10900.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
GILD,ARS,48hs,9000.0,11300.0,10503.0,1.46,10359.5,10520.0,10359.5,144,1503603.0,10352.0,17:00:01,CEDEARS
GILDD,MEP,48hs,19.3,22.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
GLOB,ARS,CI,5508.0,5615.0,5615.0,-3.36,5750.0,5956.0,5400.0,499,2825073.0,5810.0,16:30:00,CEDEARS
GLOB,ARS,48hs,5564.0,6345.0,5580.0,-3.77,5826.5,5866.0,5540.0,23078,129631679.0,5798.5,17:00:02,CEDEARS
GLOBD,MEP,CI,10.85,12.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
GLOBD,MEP,48hs,11.2,12.45,11.1,-9.02,11.5,12.0,11.1,102,1177.0,12.2,17:00:02,CEDEARS
GLW,ARS,CI,4215.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
GLW,ARS,48hs,4418.0,4464.0,4445.5,0.29,4437.0,4445.5,4437.0,2,8882.0,4432.5,17:00:01,CEDEARS
GM,ARS,CI,3400.0,3649.5,3570.5,0.58,3600.0,3600.0,3511.0,3,10711.0,3550.0,16:30:00,CEDEARS
GM,ARS,48hs,3434.0,3470.0,3461.5,0.13,3460.0,3497.5,3433.5,411,1419708.0,3457.0,17:00:02,CEDEARS
GMD,MEP,CI,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
GMD,MEP,48hs,5.6,7.4,6.8,1.49,6.8,6.8,6.8,9,61.0,6.7,17:00:02,CEDEARS
GOGLD,MEP,CI,2.26,2.4,2.22,-3.9,2.26,2.29,2.22,1042,2347.0,2.31,16:30:00,CEDEARS
GOGLD,MEP,48hs,2.2,2.37,2.26,-2.59,2.36,2.36,2.21,9620,21769.0,2.32,17:00:01,CEDEARS
GOLD,ARS,CI,9250.0,9322.0,9291.0,0.44,9334.5,9445.0,9095.5,271,2508918.0,9250.0,16:30:00,CEDEARS
GOLD,ARS,24hs,9231.0,0.0,9217.5,0.62,9213.0,9231.0,9213.0,1173,10811871.0,9161.0,17:00:00,CEDEARS
GOLD,ARS,48hs,9260.0,9405.0,9314.5,0.05,9396.0,9396.0,9264.0,9853,91773086.0,9310.0,17:00:01,CEDEARS
GOLDD,MEP,CI,14.5,25.0,18.75,-0.53,18.6,19.3,18.6,38,708.0,18.85,16:30:00,CEDEARS
GOLDD,MEP,48hs,16.0,19.0,18.65,0.27,18.95,18.95,18.5,409,7638.0,18.6,17:00:01,CEDEARS
GOOGL,ARS,CI,1090.0,1500.0,1117.5,-0.75,1150.0,1154.0,1105.5,8586,9571644.0,1126.0,16:30:00,CEDEARS
GOOGL,ARS,24hs,1020.0,1127.0,1126.0,-0.79,1120.0,1126.0,1120.0,15,16860.0,1135.0,17:00:00,CEDEARS
GOOGL,ARS,48hs,1107.0,1150.0,1114.0,-1.15,1137.0,1138.5,1109.0,148044,165608829.0,1127.0,17:00:01,CEDEARS
GPRK,ARS,CI,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
GPRK,ARS,48hs,5.01,5920.0,5092.0,-4.52,5238.5,5238.5,5040.0,492,2500015.0,5333.0,17:00:02,CEDEARS
GRMN,ARS,48hs,18756.0,19056.0,18892.0,-0.63,18701.5,18892.0,18701.5,31,580267.0,19011.5,17:00:01,CEDEARS
GS,ARS,CI,13707.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
GS,ARS,48hs,13125.0,20200.0,13945.0,1.78,13533.5,14039.5,13533.5,1402,19042335.0,13701.0,17:00:01,CEDEARS
GSD,MEP,CI,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
GSD,MEP,48hs,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
GSK,ARS,CI,4600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
GSK,ARS,48hs,4300.0,4800.0,4665.0,1.63,4685.5,4686.0,4619.0,693,3239326.0,4590.0,17:00:01,CEDEARS
GSKD,MEP,48hs,8.5,10.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
HAL,ARS,CI,10090.0,0.0,10090.0,12.74,10090.0,10090.0,10090.0,15,151350.0,8950.0,16:30:00,CEDEARS
HAL,ARS,48hs,9701.0,9750.0,9738.0,-3.52,9992.0,9992.0,9694.5,861,8468797.0,10093.0,17:00:02,CEDEARS
HALD,MEP,48hs,18.1,20.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
HD,ARS,CI,5128.0,5550.0,5400.0,0.0,5400.0,5400.0,5400.0,2,10800.0,5400.0,16:30:00,CEDEARS
HD,ARS,48hs,5000.0,5380.0,5275.0,0.7,5380.0,5380.0,5240.0,214,1126380.0,5238.5,17:00:01,CEDEARS
HDB,ARS,48hs,18416.0,18776.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
HDD,MEP,CI,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
HL,ARS,CI,0.0,3249.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
HL,ARS,48hs,3000.0,3300.0,3224.0,-1.38,3209.0,3260.0,3203.5,963,3128333.0,3269.0,17:00:01,CEDEARS
HMY,ARS,CI,1875.0,3900.0,2390.0,-2.01,2433.0,2433.0,2319.5,560,1333302.0,2439.0,16:30:00,CEDEARS
HMY,ARS,48hs,2357.0,2480.0,2412.0,-0.86,2433.0,2433.5,2376.0,13167,31536862.0,2433.0,17:00:01,CEDEARS
HMYD,MEP,CI,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
HMYD,MEP,48hs,4.0,5.3,5.0,0.0,5.1,5.1,4.8,153,751.0,5.0,17:00:01,CEDEARS
HOG,ARS,CI,0.0,6899.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
HOG,ARS,48hs,6052.0,6558.0,6471.5,2.27,6326.0,6494.0,6326.0,74,474240.0,6328.0,17:00:01,CEDEARS
HON,ARS,CI,12700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
HON,ARS,48hs,13475.0,15000.0,13560.0,0.09,13550.5,13568.0,13475.0,21,284169.0,13548.0,17:00:01,CEDEARS
HSBC,ARS,48hs,10662.0,10870.0,10780.0,-0.35,10780.0,10780.0,10724.0,20,214592.0,10818.0,17:00:01,CEDEARS
HSY,ARS,CI,6005.0,6430.0,6000.0,-1.07,6220.0,6220.0,6000.0,13,80200.0,6065.0,16:30:00,CEDEARS
HSY,ARS,48hs,6035.0,6110.0,6106.0,1.18,6111.5,6117.5,6057.0,1066,6489569.0,6035.0,17:00:01,CEDEARS
HSYD,MEP,48hs,12.4,13.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
HUT,ARS,CI,10500.0,12800.0,10500.0,6.26,9900.0,10500.0,9660.5,420,4333119.0,9881.0,16:30:00,CEDEARS
HUT,ARS,48hs,9465.0,10200.0,10091.5,0.78,9700.5,10235.0,9700.5,2729,27403493.0,10013.5,17:00:02,CEDEARS
HUTD,MEP,48hs,20.05,20.05,20.05,-14.5,20.05,20.05,20.05,1,20.0,23.45,17:00:02,CEDEARS
IBM,ARS,CI,14290.0,14294.0,14290.0,2.8,14294.5,14294.5,14290.0,4,57173.0,13900.5,16:30:00,CEDEARS
IBM,ARS,48hs,10800.0,14690.0,14358.5,0.45,14200.0,14442.5,14200.0,947,13586963.0,14294.5,17:00:01,CEDEARS
IBMD,MEP,CI,27.1,29.9,29.9,6.79,29.9,29.9,29.9,8,239.0,28.0,16:30:00,CEDEARS
IBMD,MEP,48hs,27.0,32.4,29.9,0.0,29.9,29.9,29.5,91,2712.0,29.9,17:00:01,CEDEARS
IBN,ARS,48hs,12530.0,12765.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
INFY,ARS,CI,9100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
INFY,ARS,48hs,9250.5,9360.0,9300.5,-1.89,9480.0,9480.0,9276.0,314,2942530.0,9480.0,17:00:01,CEDEARS
INTC,ARS,CI,1743.0,3750.0,3640.0,0.37,3630.0,3699.0,3560.5,296,1076682.0,3626.5,16:30:00,CEDEARS
INTC,ARS,24hs,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
INTC,ARS,48hs,3625.0,3700.0,3644.5,-0.34,3679.0,3679.0,3621.5,6980,25430376.0,3657.0,17:00:01,CEDEARS
INTCD,MEP,CI,7.1,8.0,7.1,-2.74,6.94,7.28,6.94,57,402.0,7.3,16:30:00,CEDEARS
INTCD,MEP,48hs,6.8,8.0,7.48,0.0,7.45,7.6,7.4,119,885.0,7.48,17:00:01,CEDEARS
ITUB,ARS,CI,1776.0,3200.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
ITUB,ARS,48hs,2427.0,3076.0,3076.5,-0.42,3090.0,3090.0,3042.5,304,930125.0,3089.5,17:00:01,CEDEARS
ITUBD,MEP,CI,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
ITUBD,MEP,48hs,5.86,9.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
IWM,ARS,CI,10282.0,10438.0,10293.5,-1.41,10744.0,10744.0,10200.0,119,1242003.0,10441.0,16:30:00,CEDEARS
IWM,ARS,48hs,10277.0,11135.0,10403.5,0.53,10688.0,10688.0,10332.5,2603,27014450.0,10348.5,17:00:02,CEDEARS
IWMD,MEP,CI,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
IWMD,MEP,48hs,20.8,22.4,22.0,0.0,21.5,22.5,21.5,20,440.0,22.0,17:00:02,CEDEARS
JD,ARS,CI,9136.0,10147.0,9628.0,1.25,9513.0,9680.0,9349.5,25,238185.0,9509.0,16:30:00,CEDEARS
JD,ARS,24hs,9222.0,9700.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
JD,ARS,48hs,9200.0,9950.0,9640.0,1.33,9690.5,9782.0,9628.0,2444,23670282.0,9513.5,17:00:01,CEDEARS
JDD,MEP,48hs,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
JMIA,ARS,CI,2324.5,2402.0,2406.0,4.56,2398.0,2410.0,2343.0,150,358326.0,2301.0,16:30:00,CEDEARS
JMIA,ARS,48hs,2200.0,2600.0,2369.5,3.68,2272.5,2429.0,2272.5,9826,23168932.0,2285.5,17:00:02,CEDEARS
JMIAD,MEP,CI,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
JMIAD,MEP,48hs,2.71,4.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
JNJ,ARS,CI,4900.0,6000.0,5597.5,-0.57,5700.0,5700.0,5570.0,124,696982.0,5629.5,16:30:00,CEDEARS
JNJ,ARS,48hs,5450.5,5800.0,5592.0,-0.13,5593.0,5660.5,5569.0,36375,203779427.0,5599.5,17:00:01,CEDEARS
JNJD,MEP,CI,10.9,0.0,10.8,-7.69,10.8,10.8,10.8,15,162.0,11.7,16:30:00,CEDEARS
JNJD,MEP,48hs,10.5,12.5,11.75,0.0,11.4,11.95,11.05,406,4669.0,11.75,17:00:01,CEDEARS
JPM,ARS,CI,16239.0,16450.0,16239.0,1.11,16015.0,16384.5,16015.0,51,824580.0,16060.5,16:30:00,CEDEARS
JPM,ARS,24hs,0.0,16400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
JPM,ARS,48hs,16000.0,16500.0,16313.5,0.46,16332.0,16376.0,16113.5,2348,38293219.0,16238.5,17:00:01,CEDEARS
JPMD,MEP,CI,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
JPMD,MEP,48hs,23.6,33.5,33.5,-1.9,33.1,33.5,32.5,72,2389.0,34.15,17:00:01,CEDEARS
KB,ARS,48hs,9973.5,10168.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
KMB,ARS,CI,11397.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
KMB,ARS,48hs,11738.0,12010.0,11841.5,0.62,11888.0,11888.0,11841.5,14,166292.0,11769.0,17:00:01,CEDEARS
KMBD,MEP,48hs,23.75,23.85,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
KO,ARS,CI,6400.0,6900.0,6518.5,2.23,6389.0,6599.0,6389.0,5841,37739090.0,6376.0,16:30:00,CEDEARS
KO,ARS,24hs,6400.0,6611.0,6490.0,-1.65,6690.0,6694.0,6483.5,73,485937.0,6599.0,17:00:00,CEDEARS
KO,ARS,48hs,6350.0,6530.0,6512.5,1.94,6476.0,6527.0,6440.0,133405,866401045.0,6388.5,17:06:35,CEDEARS
KOD,MEP,CI,12.7,13.7,13.15,2.73,12.85,13.15,12.85,2101,27087.0,12.8,16:30:00,CEDEARS
KOD,MEP,48hs,12.6,13.4,13.15,1.94,13.3,13.3,12.9,13901,181361.0,12.9,17:00:01,CEDEARS
LLY,ARS,CI,28000.0,31000.0,31000.0,0.0,31000.0,31000.0,31000.0,1,31000.0,31000.0,16:30:00,CEDEARS
LLY,ARS,48hs,29900.0,30243.0,30168.0,0.8,29547.5,30208.0,29547.5,263,7920555.0,29929.0,17:00:01,CEDEARS
LLYD,MEP,48hs,59.0,0.0,59.0,-0.34,59.0,59.0,59.0,520,30680.0,59.2,17:00:01,CEDEARS
LMT,ARS,CI,11801.0,12000.0,11873.0,-3.87,12500.0,12500.0,11740.5,11,131171.0,12350.5,16:30:00,CEDEARS
LMT,ARS,48hs,11800.0,12674.0,11939.5,-1.45,12115.0,12115.0,11798.0,2666,31730619.0,12115.5,17:00:01,CEDEARS
LMTD,MEP,CI,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
LMTD,MEP,48hs,21.9,27.45,24.2,-1.22,24.2,24.2,24.2,2,48.0,24.5,17:00:01,CEDEARS
LRCX,ARS,CI,5788.0,6110.0,5810.5,3.94,5810.0,5810.5,5810.0,30,174314.0,5590.0,16:30:00,CEDEARS
LRCX,ARS,24hs,6080.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
LRCX,ARS,48hs,5988.0,6100.0,6039.5,-2.21,6102.0,6115.0,5998.0,594,3601673.0,6176.0,17:00:02,CEDEARS
LYG,ARS,CI,633.5,0.0,633.5,2.18,633.5,633.5,633.5,4,2534.0,620.0,16:30:00,CEDEARS
LYG,ARS,48hs,619.5,660.0,623.0,-0.64,639.0,639.0,621.0,255,161526.0,627.0,17:00:01,CEDEARS
MA,ARS,CI,6118.0,6402.0,6380.0,2.07,6380.0,6380.0,6380.0,1,6380.0,6250.5,16:30:00,CEDEARS
MA,ARS,48hs,5540.0,6400.0,6400.0,0.47,6402.5,6417.0,6339.5,483,3085341.0,6370.0,17:00:02,CEDEARS
MAD,MEP,CI,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
MAD,MEP,48hs,12.95,13.4,12.95,4.44,12.95,12.95,12.95,1,12.0,12.4,17:00:02,CEDEARS
MCD,ARS,CI,6416.5,6450.5,6450.5,-0.76,6449.0,6507.5,6391.5,28997,185344670.0,6500.0,16:30:00,CEDEARS
MCD,ARS,24hs,6428.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
MCD,ARS,48hs,6400.0,6900.0,6464.5,0.24,6541.0,6541.0,6430.5,3701,23897392.0,6449.0,17:00:01,CEDEARS
MCDD,MEP,CI,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
MCDD,MEP,48hs,12.2,13.75,13.3,2.31,13.1,13.3,13.0,85,1120.0,13.0,17:00:01,CEDEARS
MDT,ARS,CI,10500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
MDT,ARS,48hs,10933.0,11390.5,11376.0,-0.37,11379.0,11420.0,11360.0,74,841677.0,11418.5,17:00:01,CEDEARS
MELI,ARS,CI,9960.0,11205.0,10746.0,2.56,10713.0,10879.0,10610.0,1662,17781012.0,10478.0,16:30:00,CEDEARS
MELI,ARS,24hs,10770.0,10909.0,10770.0,0.75,10402.0,10770.0,10402.0,20,209899.0,10690.0,17:00:00,CEDEARS
MELI,ARS,48hs,10613.0,10895.0,10752.0,1.6,10720.0,10824.0,10642.5,71425,767130600.0,10583.0,17:00:01,CEDEARS
MELID,MEP,CI,19.0,21.7,21.6,1.41,21.55,21.9,21.3,838,18078.0,21.3,16:30:00,CEDEARS
MELID,MEP,24hs,21.45,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
MELID,MEP,48hs,20.85,22.45,21.7,1.88,21.55,21.9,21.35,1314,28329.0,21.3,17:00:01,CEDEARS
META,ARS,CI,6901.0,7600.0,6903.0,1.24,6900.0,7005.5,6828.0,876,6036026.0,6818.5,16:30:00,CEDEARS
META,ARS,24hs,6907.0,7150.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
META,ARS,48hs,6941.0,7100.0,6942.5,1.28,6900.0,7000.0,6858.0,10748,74450238.0,6854.5,17:00:02,CEDEARS
METAD,MEP,CI,13.6,14.35,14.35,5.51,14.35,14.35,14.35,35,502.0,13.6,16:30:00,CEDEARS
METAD,MEP,48hs,12.8,14.5,14.45,4.71,14.05,14.5,13.6,748,10583.0,13.8,17:00:02,CEDEARS
MMM,ARS,CI,8710.0,11200.0,10991.5,1.53,11050.0,11250.0,10810.0,38,416934.0,10826.0,16:30:00,CEDEARS
MMM,ARS,24hs,10875.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
MMM,ARS,48hs,10684.0,11350.0,10948.5,0.84,11119.0,11119.0,10801.0,1519,16558454.0,10857.5,17:00:01,CEDEARS
MMMD,MEP,CI,21.0,23.15,22.6,7.62,22.6,22.6,22.6,1,22.0,21.0,16:30:00,CEDEARS
MMMD,MEP,48hs,20.5,23.0,22.9,1.78,22.95,22.95,22.8,54,1232.0,22.5,17:00:01,CEDEARS
MO,ARS,CI,5883.0,6048.0,5974.0,-1.63,6255.0,6255.0,5890.0,85,505636.0,6073.0,16:30:00,CEDEARS
MO,ARS,48hs,5850.0,6200.0,5998.5,0.18,5990.0,6054.0,5987.0,814,4897134.0,5987.5,17:00:01,CEDEARS
MOD,MEP,CI,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
MOD,MEP,48hs,10.9,12.75,12.15,0.0,12.15,12.15,12.15,80,972.0,12.15,17:00:01,CEDEARS
MOS,ARS,CI,3900.0,0.0,3953.5,3.55,3953.5,3953.5,3953.5,27,106744.0,3818.0,16:30:00,CEDEARS
MOS,ARS,48hs,3406.0,4250.0,4031.5,1.97,3962.0,4060.0,3962.0,1911,7683940.0,3953.5,17:00:02,CEDEARS
MOSD,MEP,48hs,5.7,10.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
MRK,ARS,CI,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
MRK,ARS,48hs,10990.0,11700.0,11214.5,0.36,11288.0,11367.5,11190.0,878,9878620.0,11174.0,17:00:01,CEDEARS
MRKD,MEP,48hs,21.5,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
MSFT,ARS,CI,6172.5,6327.0,6304.0,-1.08,6355.0,6529.0,6158.0,1883,11781820.0,6373.0,16:30:00,CEDEARS
MSFT,ARS,24hs,6100.0,6350.0,6260.0,-0.95,6600.0,6600.0,6260.0,25,158878.0,6320.0,17:00:00,CEDEARS
MSFT,ARS,48hs,6050.0,6535.0,6264.0,-1.11,6338.5,6356.0,6196.0,32354,202714351.0,6334.5,17:00:01,CEDEARS
MSFTD,MEP,CI,12.5,13.0,13.0,1.56,12.6,13.0,12.5,87,1113.0,12.8,16:30:00,CEDEARS
MSFTD,MEP,48hs,11.7,13.15,12.75,0.79,12.8,12.85,12.55,2437,30980.0,12.65,17:00:01,CEDEARS
MSI,ARS,48hs,11.3,7730.0,7676.5,1.0,7676.0,7676.5,7676.0,16,122816.0,7600.5,17:00:01,CEDEARS
MSTR,ARS,CI,11800.0,12500.0,12500.0,2.46,12500.0,12500.0,12500.0,6,75000.0,12200.0,16:30:00,CEDEARS
MSTR,ARS,48hs,11405.0,12060.0,12054.5,2.59,11999.5,12103.0,11772.0,745,8934811.0,11750.0,17:00:02,CEDEARS
MSTRD,MEP,48hs,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
MU,ARS,CI,6609.5,7930.0,6800.0,-2.16,6800.0,6800.0,6800.0,1,6800.0,6950.0,16:30:00,CEDEARS
MU,ARS,48hs,6299.0,7290.0,6903.0,0.66,6901.0,6947.0,6834.5,6594,45548371.0,6858.0,17:00:02,CEDEARS
MUD,MEP,48hs,13.7,15.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
NEM,ARS,CI,7636.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,CEDEARS
NEM,ARS,48hs,6500.0,12500.0,8001.5,1.3,7975.5,8014.5,7836.0,92,727600.0,7899.0,17:00:01,CEDEARS
